JCR Cell Biology,JCR Psychopathol. & Dev. Disabilities,ACR Cell Biology,ACR Psychopathol. & Dev. Disabilities,RCR Cell Biology,RCR Psychopathol. & Dev. Disabilities
14.03,2.116,8,3,0.912351,0.501417
14.03,3.232,7,0,0.756063,0
14.03,5.175,9,6,0.833716,1.297553
14.03,5.175,6,7,0.82662,1.278412
14.03,5.175,3,11,0.289154,2.4726
14.03,5.175,0,5,0,1.033264
14.03,5.175,15,6,1.572966,1.293876
14.03,5.175,8,2,0.845017,0.336125
14.03,5.175,23,20,2.165507,3.746168
14.03,5.175,3,0,0.379267,0
14.03,5.175,9,2,1.160963,0.406246
14.03,5.175,8,1,0.896787,0.240428
14.03,5.175,5,8,0.549451,1.584157
14.03,5.175,12,3,1.181506,0.550023
14.03,5.175,10,3,0.96049,0.50248
14.03,5.175,1,0,0.097346,0
14.03,5.175,36,0,4.123476,0
14.03,5.175,1,3,0.131071,0.612999
14.03,5.175,19,8,2.322998,1.997773
14.03,5.175,19,5,2.072333,1.084606
14.03,5.175,17,10,1.924128,2.48725
14.03,5.175,7,5,0.730292,0.856512
14.03,5.175,15,3,1.533406,0.624092
14.03,5.175,2,7,0.239891,1.50868
14.03,5.175,3,2,0.476737,0.479001
14.03,5.175,8,5,0.922411,0.925572
14.03,5.175,14,1,1.730045,0.211744
2.536,5.175,1,3,0.105346,0.645303
2.536,5.175,0,2,0,0.424811
2.536,5.175,1,6,0.13076,0.850942
2.536,5.175,1,1,0.149599,0.210574
2.536,5.175,1,3,0.122084,0.723049
2.536,5.175,8,2,0.683238,0.43903
2.536,5.175,1,2,0.114264,0.50233
2.536,5.175,5,6,0.517257,1.315794
2.536,1.76,1,2,0.207416,1.117162
2.536,1.76,2,2,0.282843,0.77363
2.536,1.76,5,3,0.52549,1.246888
2.536,1.76,0,4,0,0.783403
2.536,1.76,5,2,0.526101,0.489145
2.536,1.76,5,0,0.656267,0
3.551,1.76,8,3,1.014719,0.599096
3.551,1.76,0,1,0,0.669317
3.551,1.76,4,0,0.450491,0
3.551,1.725,3,1,0.415172,0.245685
8.286,2.135,7,1,1.263848,0.352404
8.286,1.566,5,0,0.755277,0
8.286,3.122,1,2,0.07929,0.457272
8.286,3.122,4,1,0.623004,0.303244
6.814,3.122,5,4,0.86141,0.978947
6.814,3.122,8,3,1.45101,0.630668
4.937,3.122,2,1,0.368545,0.327705
4.937,3.122,11,0,3.156786,0
4.937,3.122,8,4,0.870091,1.022166
4.937,3.122,10,4,1.460907,1.046824
4.937,2.052,3,3,0.282918,0.869726
4.135,3.986,2,11,0.177006,3.808777
2.107,3.986,2,1,0.754694,0.309472
3.733,3.986,6,5,0.895007,1.313716
7.355,3.061,2,5,0.13137,1.924842
7.355,3.061,9,1,1.001488,0.245056
7.355,3.061,3,6,0.328323,1.32222
7.355,3.061,0,1,0,0.274534
7.355,3.061,13,1,1.310645,0.223858
4.318,3.061,4,5,0.304501,1.910277
3.604,3.061,1,0,0.084258,0
3.604,3.061,2,2,0.445684,0.75912
3.604,3.061,0,2,0,0.542028
3.604,3.061,2,1,0.32834,0.530766
10.478,3.061,5,2,0.693967,0.630868
2.806,2.854,1,0,0.117194,0
2.806,2.854,11,1,1.44323,0.286743
4.4,2.854,5,0,0.633162,0
4.4,2.854,5,2,1.085351,0.256116
4.4,2.854,6,0,0.620517,0
5.103,2.854,5,2,0.843403,0.406933
2.47,2.854,2,1,0.238913,0.405952
2.47,2.854,6,7,0.616925,2.310092
2.526,1.656,5,1,0.695862,0.364892
2.526,4.05,2,0,0.343681,0
3.58,4.05,1,0,0.128408,0
3.543,1.218,7,4,0.820999,0.828669
3.259,3.638,2,8,0.526871,1.107139
3.259,3.577,1,0,0.232855,0
3.259,1.772,1,3,0.375385,1.606711
3.259,2.698,3,0,0.473616,0
3.259,2.504,1,5,0.111646,0.955275
3.259,2.504,0,0,0,0
3.259,1.539,1,0,0.192524,0
3.259,1.638,4,5,0.651681,2.292121
3.259,1.638,1,1,0.246886,0.429066
3.259,3.138,0,2,0,0.565921
3.259,3.138,0,6,0,1.201157
3.259,4.764,6,3,1.650679,0.678412
3.259,4.258,3,4,0.753471,0.721717
3.741,3.316,3,5,0.53918,1.936409
3.741,3.316,9,6,1.08122,1.673543
3.741,3.316,1,3,0.265634,1.03853
3.741,3.316,6,3,0.641278,0.704831
3.741,3.316,9,2,1.132354,0.742145
3.741,3.316,1,2,0.09003,0.371699
3.741,3.316,9,9,0.97956,2.268012
3.741,3.316,9,0,0.712412,0
2.905,3.316,1,1,0.120812,0.412461
2.905,3.316,1,1,0.132155,0.25635
1.22,3.316,3,5,0.576219,1.183381
1.851,3.316,9,5,2.348358,2.041291
1.851,3.316,6,5,1.562535,0.990159
5.712,3.654,2,5,0.343616,1.487222
5.712,5.076,3,4,0.614264,1.105174
5.712,1.287,8,1,0.922377,0.317087
5.712,2.306,0,1,0,0.520785
5.712,2.306,17,3,2.645601,0.913149
5.712,4.664,8,1,1.351424,0.211976
5.712,4.664,2,12,0.256281,2.334385
5.712,4.664,1,2,0.093053,0.595015
5.712,4.664,5,1,0.573144,0.265926
5.712,4.664,9,7,1.101031,1.227807
3.538,4.664,7,5,0.767814,0.986535
3.538,4.664,1,0,0.156377,0
3.538,4.664,5,1,0.546455,0.287022
3.538,4.664,1,1,0.129912,0.175839
2.403,4.664,0,0,0,0
5.423,4.664,4,4,0.57644,0.833263
5.423,3.036,8,5,1.089471,1.06268
5.423,3.036,2,1,0.288576,0.22442
5.423,1.389,5,1,0.671115,0.203259
5.423,3.296,2,2,0.227423,0.571219
2.878,3.296,5,0,0.818174,0
3.52,1.875,0,0,0,0
3.737,1.875,0,3,0,2.041553
2.522,1.875,4,5,0.567806,1.363699
11.675,1.875,9,2,1.2387,0.578328
2.341,1.875,0,1,0,0.777206
2.016,1.875,0,0,0,0
2.016,1.875,2,0,0.187298,0
3.267,1.875,0,2,0,0.930262
11.659,1.875,8,3,1.145179,1.662889
11.659,1.875,6,3,0.647705,0.418671
11.659,1.875,1,0,0.144155,0
11.659,1.875,3,1,0.228971,0.631388
11.659,1.875,4,1,0.3988,0.497093
11.659,6.444,6,6,0.777253,1.359467
11.659,6.444,39,0,3.277574,0
11.659,6.444,27,2,2.820009,0.283914
11.659,6.444,13,1,1.366194,0.178739
11.659,6.444,15,3,1.552686,0.589763
11.659,3.737,18,0,2.266113,0
11.659,3.737,2,0,0.217188,0
11.659,3.737,30,3,3.376457,0.581926
11.659,1.385,30,3,3.343114,0.461806
11.659,1.385,4,0,0.463869,0
11.659,1.385,5,8,0.450684,2.047378
11.659,1.385,17,2,1.559174,0.645689
2.68,1.385,10,1,1.226774,0.800526
3.476,1.385,0,1,0,0.133758
2.527,2.759,1,2,0.11436,0.545804
2.527,2.759,4,0,0.510343,0
2.148,2.759,0,1,0,0.167533
4.007,2.721,4,2,0.682209,0.518365
4.007,3.376,1,14,0.30791,2.563204
4.007,3.376,3,2,0.303029,0.700552
4.007,3.376,3,0,0.25948,0
4.007,3.376,12,2,1.33926,0.659566
4.007,1.39,2,8,0.269911,5.942858
4.007,1.39,9,0,1.593706,0
4.007,1.39,3,1,0.290383,0.823598
4.007,1.39,6,0,0.625824,0
4.007,2.717,8,0,1.212136,0
4.007,1.316,6,0,0.687407,0
4.618,2,8,0,0.795606,0
13.608,2,7,7,0.547766,1.764389
13.608,4.219,5,1,0.485003,0.14761
3.58,4.219,2,5,0.242,0.616645
3.58,4.219,8,3,1.553632,0.530746
3.58,4.219,7,10,0.838215,1.749291
3.58,4.219,3,1,0.428733,0.185999
2.164,1.991,1,3,0.216864,0.86054
2.164,2.887,1,1,0.241726,0.166609
4.223,2.887,4,4,0.517129,0.635814
4.218,1.15,4,11,0.648833,2.313004
4.218,4.424,10,5,1.578729,0.989504
4.218,4.431,1,8,0.175358,2.031804
5.069,4.431,6,5,0.933045,1.00558
7.636,1.922,5,3,0.45625,0.6752
7.636,1.922,2,1,0.466398,0.22235
7.636,1.922,2,2,0.232431,0.483124
7.636,1.922,8,6,0.957135,1.702835
7.636,1.922,60,0,7.877088,0
7.636,13.668,8,3,1.358016,0.425776
7.636,13.668,12,10,1.585828,1.799447
7.636,4.505,4,2,0.652673,0.336838
3.042,4.505,0,4,0,0.91031
3.205,2.367,1,3,0.135203,1.0338
3.026,15.531,1,9,0.19333,1.219402
11.148,15.531,3,38,0.26942,5.858996
1.854,33.287,1,15,0.255146,2.006089
4.509,12.461,7,7,0.635614,1.282845
4.481,30.445,4,73,0.502536,13.52549
3.597,6.189,3,19,1.122972,4.020291
3.597,3.419,0,1,0,0.358577
3.597,3.419,0,2,0,0.378077
3.597,3.419,3,5,0.75927,0.925257
3.597,3.419,2,2,0.473086,0.310892
3.597,1.114,3,0,0.337913,0
3.597,5.895,4,7,0.815406,1.222713
3.597,5.895,1,6,0.227485,1.320716
3.597,5.895,3,0,0.33657,0
3.597,5.895,6,3,1.17525,0.527734
3.597,5.895,1,4,0.154553,0.864107
3.597,5.895,6,9,0.78424,1.80186
3.597,5.895,6,9,0.930255,1.240713
3.597,5.895,4,1,0.668989,0.257646
3.597,5.895,1,10,0.197747,2.254484
3.597,5.895,0,1,0,0.194312
3.597,5.895,1,0,0.187277,0
3.597,5.895,0,6,0,1.199578
3.597,5.895,25,1,4.434076,0.194516
3.597,5.895,1,1,0.341563,0.170718
3.597,5.895,7,3,2.516865,0.703073
3.597,5.895,8,4,1.489812,0.72171
3.597,5.895,4,27,1.036354,4.706296
3.597,5.895,0,6,0,1.398221
3.597,5.895,4,2,0.774263,0.580877
3.597,5.895,1,2,0.393273,0.423625
3.597,5.895,0,8,0,1.189978
3.597,5.895,2,5,0.35292,1.073394
3.597,5.895,7,3,1.464268,0.510585
3.597,5.895,12,7,2.132605,1.707155
3.597,5.895,3,4,0.491359,0.819986
3.597,5.895,15,10,4.465396,1.63326
3.597,5.895,15,0,1.774008,0
3.597,5.895,12,4,4.496642,0.91547
3.597,5.895,6,6,1.548306,1.022147
3.597,5.895,2,2,0.366379,0.374288
3.597,5.895,5,4,1.693473,0.945328
3.597,5.895,8,13,1.217472,2.189397
3.597,5.895,2,4,0.216549,0.75077
3.597,5.895,1,3,0.18122,0.505422
3.597,5.895,2,9,0.252272,1.65351
3.597,5.895,3,5,0.757238,0.806612
3.597,5.895,2,7,0.370118,1.298229
3.597,5.895,3,4,0.631815,0.854343
3.597,5.895,8,6,1.325625,1.083497
3.597,5.895,9,14,1.262165,2.900986
3.597,5.895,2,2,0.330225,0.391693
3.597,5.895,4,2,0.789696,0.407496
3.597,5.895,0,14,0,2.647814
3.597,5.895,1,6,0.100534,1.567164
3.597,5.895,2,6,0.29431,1.06425
3.597,5.895,1,1,0.36666,0.310288
3.597,5.895,1,4,0.148783,0.834871
3.597,2.973,1,3,0.393273,1.057134
3.597,2.336,5,1,1.30693,0.15781
3.597,8.312,1,2,0.149877,0.371212
3.597,8.312,0,2,0,0.463065
3.597,8.312,0,0,0,0
3.597,8.312,0,0,0,0
3.597,8.312,5,18,1.259454,2.518743
3.597,8.312,17,122,5.023485,24.9058
3.597,8.312,1,7,0.344973,1.08145
3.597,8.312,4,6,0.81444,1.093984
3.597,8.312,7,9,1.345445,1.744942
3.597,8.312,8,13,1.822094,2.435124
3.597,8.312,4,8,0.463177,1.436808
3.597,14.736,4,11,0.628447,1.537366
3.597,14.736,2,4,0.209411,0.666324
3.597,14.736,1,20,0.1421,3.008684
3.597,14.736,3,6,0.615475,1.004204
3.597,14.736,3,1,0.512785,0.160019
3.597,14.736,0,18,0,2.475323
3.597,14.736,5,4,0.921701,0.761868
3.597,14.736,0,34,0,6.960808
3.597,4.814,0,0,0,0
3.597,4.814,0,6,0,1.370832
3.514,4.814,1,5,0.171298,1.095083
2.371,3.636,1,5,0.113299,1.099203
2.934,3.636,0,0,0,0
2.049,3.636,0,4,0,1.066542
2.049,3.636,0,3,0,0.702225
6.373,3.636,9,2,1.213629,0.610942
6.373,3.636,12,0,1.669301,0
2.287,3.636,0,0,0,0
6.111,3.636,43,2,4.888221,0.413012
6.111,3.636,6,3,0.558341,0.535136
6.111,3.636,1,1,0.114751,0.260606
6.111,3.636,2,3,0.212461,0.590503
6.111,3.636,19,0,2.123693,0
6.111,3.636,5,9,0.447852,1.654527
6.111,3.636,4,0,0.413521,0
6.111,3.636,7,2,0.839407,0.382347
6.111,3.636,7,4,0.474028,0.579001
6.111,3.636,17,0,2.014431,0
6.111,3.636,17,3,1.589208,0.572679
6.111,3.636,9,3,0.915027,0.588621
6.111,3.636,7,1,1.573273,0.210354
6.111,3.636,12,3,1.201433,0.664229
6.111,3.636,22,3,2.133963,0.875135
6.111,3.636,13,5,1.403941,1.024467
4.125,3.636,2,5,0.421142,1.270161
4.125,3.816,4,1,0.730867,0.2132
2.868,3.816,1,6,0.185617,1.259496
2.868,3.816,1,2,0.199403,0.533413
2.868,3.816,2,1,0.191356,0.250113
3.874,3.816,4,6,0.831299,1.071247
3.874,3.816,0,0,0,0
3.419,3.816,2,3,0.717154,0.733867
5.364,3.816,4,2,0.498038,0.496692
5.364,3.816,0,4,0,0.923476
1.883,6.618,1,1,0.122765,0.344039
5.788,6.618,8,6,0.872605,1.296701
5.788,7.991,0,3,0,0.708472
5.788,7.991,1,6,0.163796,1.344514
5.788,7.991,4,1,0.362248,0.18186
5.788,7.991,2,17,0.263281,2.439145
5.788,1.656,11,7,0.961874,1.297847
5.788,1.656,2,3,0.265313,0.866552
5.788,1.656,6,0,0.460504,0
2.534,1.656,3,0,0.398638,0
2.316,3.38,2,3,1.037354,0.750335
5.248,3.38,8,3,0.795858,0.827941
5.248,3.38,5,2,0.725104,0.393534
1.631,3.38,2,5,0.281228,1.184018
4.001,3.38,13,2,1.236226,0.376609
4.001,3.38,6,1,0.578545,0.305877
4.001,8.65,5,1,0.812506,0.21079
4.001,8.65,7,8,1.157294,1.413157
4.001,8.65,3,6,0.309186,1.471596
4.001,2.105,4,1,0.650874,0.235902
7.667,2.105,2,0,0.236465,0
3.485,2.105,2,3,0.362554,0.54583
1.484,6.008,1,0,0.133069,0
4.668,3.514,3,0,0.289958,0
4.668,2.983,18,1,2.039404,0.30954
3.128,2.983,0,4,0,1.261135
1.448,2.983,0,2,0,0.727033
4.061,2.983,7,2,1.190618,0.679359
4.061,2.983,3,2,0.379225,0.658372
2.959,2.983,2,7,0.428325,2.226985
3.316,2.983,7,14,1.178358,4.479498
3.316,2.983,3,7,0.414404,2.025346
3.316,2.983,0,0,0,0
3.316,2.983,4,10,0.758433,2.509917
1.98,2.983,1,1,0.148202,0.296586
2.738,2.579,1,2,0.167354,0.704324
2.811,2.579,1,12,0.252702,3.888674
2.298,7.038,4,4,0.41726,1.204319
1.801,1.703,3,1,0.782535,0.331014
2.791,1.718,7,3,1.034251,2.121742
5.113,1.718,12,1,1.821004,0.680609
3.406,1.904,4,3,0.884187,0.600078
3.406,3.795,5,4,0.63059,0.847655
9.907,3.795,4,1,0.659044,0.307513
9.907,2.245,11,10,1.338314,2.61201
9.907,1.674,4,0,0.37712,0
9.907,2.7,2,0,0.227653,0
9.907,1.313,1,0,0.127352,0
9.663,1.313,2,2,0.260498,0.941479
5.402,0.487,4,0,0.600638,0
5.67,8.562,4,44,0.456281,7.476477
4.186,2.532,4,1,0.700721,0.412616
4.186,2.532,0,0,0,0
9.561,2.532,5,3,0.672204,0.500874
9.561,2.532,10,0,1.796311,0
2.964,2.532,0,3,0,0.703849
3.299,2.532,5,2,0.953741,0.579347
3.439,2.532,1,11,0.125344,2.589407
3.439,2.532,3,0,0.567217,0
2.833,6.401,2,3,0.244838,0.564655
2.833,6.401,1,4,0.114012,0.985798
2.833,3.113,1,0,0.109252,0
2.833,2.869,0,3,0,1.013063
0.516,2.869,2,0,0.201205,0
1.15,2.869,0,5,0,1.190742
4.011,2.869,0,1,0,0.436252
1.059,2.869,1,8,0.108287,1.570854
1.059,2.869,0,1,0,0.192146
1.059,2.869,4,1,0.420268,0.372945
1.059,2.869,0,2,0,0.400991
2.042,2.869,4,0,0.624449,0
2.042,2.869,1,11,0.11232,2.327422
2.042,2.869,3,1,0.302203,0.423807
3.101,2.869,7,19,0.752499,3.781479
3.615,2.869,22,2,3.58728,0.431212
7.398,8.694,3,20,0.557185,3.00307
7.398,2.106,0,1,0,0.565625
2.551,3.216,0,2,0,0.522646
5.527,3.216,21,3,2.119886,0.753949
5.527,9.681,2,5,0.189374,1.259484
5.527,9.681,0,2,0,0.336901
5.527,9.681,12,17,1.70159,3.10742
5.527,9.681,12,14,1.430402,2.069915
5.527,9.681,6,2,1.064501,0.320346
5.527,9.681,6,11,0.596413,1.950098
5.527,9.681,8,4,0.638842,0.661469
5.527,9.681,7,7,0.754575,1.371667
5.527,9.681,4,8,0.452096,1.023741
5.527,9.681,1,12,0.209524,1.956973
5.527,9.681,4,10,0.358772,1.386187
5.527,9.681,3,27,0.343286,4.874714
5.527,9.681,2,8,0.254492,1.242772
5.527,9.681,3,3,0.501573,0.355711
5.527,9.681,5,8,0.730259,2.074783
5.527,9.681,4,6,0.73985,0.823808
5.527,9.681,11,7,1.415637,0.897766
3.663,9.681,4,6,0.570305,0.790804
3.663,5.415,0,13,0,3.221561
5.55,3.04,1,0,0.104804,0
4.942,3.04,6,4,0.510776,1.062289
4.942,3.247,3,5,0.374821,0.946169
4.942,3.247,0,11,0,1.984651
4.942,8.874,4,5,0.465408,1.034792
4.942,8.874,3,4,0.289863,0.68193
4.942,2.524,11,6,1.007233,1.141272
4.942,2.524,7,3,0.839553,0.650979
4.942,2.524,2,1,0.253082,0.273082
4.942,2.524,2,0,0.191001,0
4.942,14.457,2,14,0.18114,2.045122
4.942,4.431,8,7,0.932575,1.113817
4.942,4.431,7,2,0.779038,0.326268
4.942,4.431,10,3,1.206623,0.874207
4.942,4.431,11,2,1.212654,0.77298
4.942,4.431,3,3,0.311509,0.421599
4.942,4.431,5,1,0.640526,0.157842
4.942,4.431,7,3,0.792325,0.600962
4.942,4.431,7,9,0.858506,1.610267
4.942,4.431,4,1,0.36472,0.155367
4.942,4.431,7,3,0.94995,0.325563
4.942,2.729,0,2,0,0.826905
4.942,2.729,5,1,0.550838,0.176711
4.942,2.729,6,0,0.537013,0
4.942,2.729,5,3,0.62568,0.559049
4.942,2.093,1,1,0.181493,0.465277
4.942,2.093,0,3,0,0.658961
4.942,5.809,0,13,0,2.227222
4.942,5.809,1,1,0.08261,0.216361
4.942,5.809,3,1,0.402073,0.168679
4.942,5.809,10,4,1.424711,0.971616
4.942,5.809,1,17,0.156433,3.171796
4.942,2.606,0,4,0,0.77144
4.942,2.606,5,0,0.517016,0
4.942,2.606,1,6,0.35963,1.360984
4.942,2.606,9,9,0.985221,1.654427
4.942,2.606,16,2,1.796647,0.914744
4.942,2.606,20,10,2.273525,2.088286
4.942,2.606,1,1,0.076785,0.244703
4.942,2.606,1,4,0.082248,0.578354
4.942,2.606,1,0,0.100984,0
3.993,2.606,1,0,0.132395,0
4.288,2.606,2,0,0.266253,0
14.178,4.077,34,1,4.262765,0.264356
14.178,4.077,11,4,1.301583,0.83974
14.178,4.077,0,10,0,1.804715
14.178,4.077,11,4,1.177305,1.09661
14.178,4.077,15,7,1.501614,2.028183
14.178,4.077,10,1,0.999772,0.155699
14.178,4.077,8,2,0.964864,0.32536
14.178,4.077,11,3,1.278605,0.903572
14.178,4.077,7,2,0.751261,0.626076
14.178,4.077,3,5,0.277899,1.335506
14.178,4.077,13,3,1.507787,0.590425
14.178,4.077,12,0,1.34862,0
14.178,3.29,60,1,6.187663,0.310306
14.178,3.29,25,9,2.871496,2.370939
14.178,3.29,16,5,1.461639,1.151704
14.178,3.29,6,3,0.509159,0.614354
14.178,3.29,4,3,0.364361,1.146407
14.178,3.29,6,1,0.527575,0.268892
14.178,3.29,5,10,0.426291,2.241406
14.178,3.29,11,3,1.320675,0.587486
14.178,3.29,3,2,0.333694,0.628268
14.178,3.29,11,1,1.075037,0.319807
14.178,3.29,9,4,1.080009,1.089754
14.178,3.968,7,3,0.887688,0.517698
14.178,3.968,6,4,0.675869,0.8667
14.178,3.968,9,2,1.098132,0.684825
14.178,3.968,24,4,2.018332,1.201127
14.178,0.72,2,1,0.266085,0.642115
14.178,1.964,13,2,1.298538,0.561739
14.178,1.964,8,1,0.875544,0.604862
14.178,1.964,6,3,0.526846,0.74713
14.178,1.907,7,0,0.607356,0
14.178,3.405,12,0,1.339037,0
14.178,3.405,18,1,1.414342,0.359987
14.178,2.242,6,1,0.479798,0.534693
14.178,2.242,10,0,0.809129,0
14.178,2.413,8,6,0.648215,0.897504
5.522,4.058,5,3,0.654912,0.662657
4.544,8.8,2,3,0.321044,0.486193
4.544,8.8,2,6,0.361873,1.298531
3.757,8.8,3,2,0.479505,0.44992
5.01,4.748,1,0,0.106454,0
5.735,4.748,1,0,0.209701,0
5.735,4.748,0,1,0,0.220126
2.641,4.748,3,0,0.679933,0
4.883,4.748,10,5,1.767634,1.062219
4.883,4.748,13,3,1.823484,0.581273
4.883,31.201,2,10,0.317308,1.408645
4.883,31.201,2,44,0.280541,8.685594
4.883,31.201,2,28,0.454846,3.572418
5.546,2.99,6,10,0.83219,2.563976
5.546,5.051,8,1,0.919465,0.242582
4.431,5.051,4,3,0.428311,0.653115
13.668,5.051,2,2,0.282379,0.559716
8.626,5.051,27,2,3.00528,0.36084
6.873,6.132,21,3,2.815678,0.524705
2.205,6.132,1,2,0.18319,0.351039
2.205,6.132,1,0,0.141626,0
2.205,2.738,3,1,0.434601,0.330751
2.205,2.476,1,6,0.182575,1.523915
2.205,2.476,2,8,0.462531,2.084298
2.205,2.476,2,5,0.495617,1.386323
2.205,5.729,3,17,0.693359,4.303047
2.205,5.729,1,6,0.08854,1.307722
2.205,5.729,3,7,0.390649,1.389925
36.28,5.729,30,1,2.837576,0.360629
36.28,5.729,61,2,6.397584,0.376294
36.28,1.104,24,6,2.340011,1.713892
36.28,2.945,72,4,8.522222,0.842452
36.28,2.945,168,0,27.03726,0
36.28,3.368,21,5,2.151529,0.930668
36.28,3.638,24,2,3.37838,0.588807
36.28,3.638,31,5,4.973516,1.921761
36.28,3.638,202,11,24.92206,2.297995
36.28,3.638,20,5,2.495121,0.908265
36.28,3.638,56,5,5.317033,1.303048
36.28,3.638,29,3,3.304478,0.40987
36.28,3.638,2,3,0.19805,0.710903
36.28,3.638,24,4,1.900759,0.746394
36.28,1.697,25,5,2.276213,1.386628
36.28,12.539,219,10,36.91937,1.561954
36.28,12.539,148,6,24.25266,1.212917
36.28,12.539,32,1,4.045068,0.187994
36.28,1.743,6,1,0.466615,0.190072
36.28,1.743,12,0,1.533956,0
36.28,6.869,21,4,2.544234,1.316552
36.28,2.902,102,2,8.787267,0.652629
36.28,2.115,32,0,3.146762,0
36.28,3.631,12,3,1.384282,0.543872
36.28,3.631,67,3,6.643307,0.444403
36.28,3.631,9,0,0.845806,0
36.28,3.631,10,0,0.85929,0
36.28,2.947,3,0,0.404779,0
36.28,2.947,8,4,1.039309,1.310211
36.28,2.947,8,2,1.030428,0.555623
36.28,4.578,13,4,1.405181,0.747286
23.268,4.578,70,7,6.786286,1.699605
23.268,11.003,18,8,2.617225,0.918887
19.488,5.799,12,15,1.485812,3.464468
19.488,5.799,67,3,5.900586,0.506449
19.488,5.799,4,1,0.37116,0.215228
19.488,2.996,51,0,5.037068,0
19.488,3.333,16,1,1.491524,0.363059
19.488,3.576,7,1,0.471612,0.162244
19.488,1.682,16,0,1.826342,0
19.488,1.682,38,0,4.525639,0
19.488,2.505,18,7,2.130408,1.815312
19.488,2.505,6,9,0.64732,1.960578
19.488,7.115,162,2,19.74083,0.443321
19.488,7.115,23,17,2.626923,2.747918
19.488,7.115,10,7,0.900232,0.866984
19.488,7.115,6,26,0.558327,4.489879
19.488,7.115,9,0,0.845715,0
19.488,7.115,5,15,0.414188,2.354954
19.488,7.115,17,5,1.626852,0.946541
19.488,7.115,33,6,3.321945,1.129439
19.488,7.115,14,6,1.482736,0.899287
19.488,7.115,11,10,1.214037,1.906336
19.488,7.115,0,2,0,0.243187
19.488,7.115,11,5,1.082531,0.809512
14.69,7.115,19,5,2.747288,0.628848
14.69,7.115,7,6,1.040521,0.961593
7.396,7.115,9,6,1.17755,0.924087
7.396,7.115,2,6,0.167762,1.868258
7.396,7.115,0,1,0,0.270341
7.396,7.115,16,13,1.913738,2.305597
7.396,7.115,5,7,0.512565,1.37583
35.532,7.115,53,22,6.178046,4.5676
35.532,7.115,21,7,1.88924,1.039576
35.532,7.115,43,12,4.345052,1.745407
26.008,7.115,9,8,0.741663,1.467144
26.008,7.115,11,13,1.40354,2.328883
26.008,7.115,8,2,0.670991,0.355925
22.462,7.115,10,2,1.530839,0.262749
22.462,7.115,0,18,0,2.955873
19.276,7.115,27,9,3.771463,1.524884
19.276,7.115,3,1,0.433249,0.246302
19.276,7.115,0,5,0,0.953573
19.276,7.115,59,3,6.324611,0.525161
27.27,7.115,12,3,1.37727,0.617558
15.531,3.916,4,2,0.423273,0.419581
15.531,3.916,17,5,1.817361,1.018956
15.531,4.115,3,12,0.354985,3.062716
15.531,3.828,14,3,2.148352,0.332634
15.531,3.828,2,1,0.243539,0.281586
15.531,3.828,6,2,0.654464,0.443587
15.531,1.55,5,1,0.711055,0.670508
15.531,1.55,15,1,1.827408,0.935065
15.531,1.55,4,2,0.451457,0.706397
9.924,1.55,9,0,1.287647,0
9.924,1.55,3,0,0.621559,0
9.924,1.55,20,3,2.383873,2.29278
37.545,1.55,38,1,4.070454,0.848958
37.545,1.55,11,0,1.275229,0
38.075,1.55,25,1,2.850294,0.696573
33.287,1.55,43,0,6.192845,0
39.123,1.55,0,0,0,0
39.123,1.55,8,1,0.802056,0.766111
39.123,1.55,7,0,0.79567,0
39.123,1.55,22,3,2.669384,2.030279
39.123,1.55,20,0,2.479445,0
7.092,1.55,20,0,3.83206,0
12.712,1.55,13,0,1.626339,0
12.712,1.55,17,0,1.897815,0
12.712,1.55,10,2,0.948315,1.356009
12.712,1.55,12,1,1.506208,0.712018
12.712,1.55,5,1,0.402384,0.116177
3.703,0.932,2,2,0.232451,0.611112
3.703,2.018,1,0,0.154316,0
3.703,2.018,3,0,0.356428,0
2.24,2.018,0,1,0,0.589827
2.24,2.018,1,1,0.229893,0.680609
2.24,2.018,1,1,0.179964,0.589827
14.736,4.536,3,5,0.451669,1.16721
14.736,2.134,15,2,1.671909,0.37536
14.736,0.949,16,3,1.943463,0.815004
14.736,12.586,3,4,0.329439,0.627775
14.736,12.586,4,10,0.391436,1.628099
14.736,12.586,4,11,0.567713,2.15124
14.736,12.586,4,13,0.647113,2.41503
14.736,12.586,6,15,0.825487,3.162795
14.736,2.414,4,0,0.406389,0
14.736,2.414,8,6,0.867874,2.579483
14.736,2.414,16,0,1.672932,0
14.736,2.414,4,4,0.429565,0.7407
4.814,1.216,15,1,2.604878,0.935012
3.38,,11,,1.574718,
2.105,,4,,0.670316,
2.105,,2,,0.389141,
2.105,,0,,0,
2.105,,1,,0.184419,
8.026,,2,,0.231032,
8.026,,3,,0.415807,
8.026,,1,,0.089262,
8.026,,3,,0.359157,
1.25,,1,,0.296824,
6.373,,14,,1.57666,
6.373,,3,,0.295655,
6.373,,2,,0.371637,
6.373,,2,,0.267037,
6.373,,5,,0.763826,
0.926,,3,,0.970911,
0.926,,0,,0,
3.587,,4,,1.198305,
3.399,,8,,2.632748,
3.399,,8,,1.295074,
2.108,,1,,0.339822,
2.108,,10,,2.988138,
2.108,,0,,0,
2.108,,2,,0.84554,
2.17,,1,,0.111076,
2.434,,2,,0.402503,
4.463,,2,,0.337826,
20.225,,11,,1.494105,
8.562,,5,,0.81015,
6.401,,7,,0.654871,
6.401,,5,,0.555438,
6.401,,9,,0.944729,
